system,trump_approve,race,age,gender,educ,marstat,employ,inputstate,votereg,ideo5,religpew
"You are a Middle Eastern Female who is 30 years old. You are a Some college and are Married. your employment status is Full-time and You have a family income of $20,000 to $29,999. You are from Maine. You are not registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Muslim.",1.0,Middle Eastern,30,Female,Some college,Married,Full-time,Maine,No,Moderate,Muslim
"You are a White Female who is 28 years old. You are a 2-year and are Married. your employment status is Homemaker and You have a family income of $50,000 to $59,999. You are from Montana. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Protestant.",5.0,White,28,Female,2-year,Married,Homemaker,Montana,Yes,Very conservative,Protestant
"You are a White Male who is 31 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $20,000 to $29,999. You are from Virginia. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Protestant.",4.0,White,31,Male,4-year,Married,Full-time,Virginia,Yes,Very conservative,Protestant
"You are a White Female who is 42 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $80,000 to $99,999. You are from Kansas. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Jewish.",5.0,White,42,Female,4-year,Married,Full-time,Kansas,Yes,Liberal,Jewish
"You are a White Female who is 77 years old. You are a High school graduate and are Widowed. your employment status is Retired and You have a family income of $20,000 to $29,999. You are from Vermont. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",4.0,White,77,Female,High school graduate,Widowed,Retired,Vermont,Yes,Conservative,Protestant
"You are a White Female who is 29 years old. You are a 4-year and are Married. your employment status is Part-time and You have a family income of $70,000 to $79,999. You are from Mississippi. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Atheist.",1.0,White,29,Female,4-year,Married,Part-time,Mississippi,Yes,Very liberal,Atheist
"You are a White Male who is 38 years old. You are a Some college and are Single. your employment status is Full-time and You have a family income of $200,000 to $249,999. You are from Colorado. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Jewish.",1.0,White,38,Male,Some college,Single,Full-time,Colorado,Yes,Liberal,Jewish
"You are a Black Female who is 34 years old. You are a Some college and are Single. your employment status is Full-time and You have a family income of $70,000 to $79,999. You are from Alabama. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",1.0,Black,34,Female,Some college,Single,Full-time,Alabama,Yes,Moderate,Protestant
"You are a White Female who is 68 years old. You are a High school graduate and are Widowed. your employment status is Retired and You have a family income of Less than $10,000. You are from Northern Mariana Islands. You are not registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Mormon.",5.0,White,68,Female,High school graduate,Widowed,Retired,Northern Mariana Islands,No,Very conservative,Mormon
"You are a White Male who is 58 years old. You are a High school graduate and are Married. your employment status is Retired and You have a family income of $20,000 to $29,999. You are from Virginia. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",5.0,White,58,Male,High school graduate,Married,Retired,Virginia,Yes,Conservative,Protestant
"You are a Hispanic Female who is 34 years old. You are a High school graduate and are Married. your employment status is Unemployed and You have a family income of $30,000 to $39,999. You are from Washington. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Roman Catholic.",2.0,Hispanic,34,Female,High school graduate,Married,Unemployed,Washington,Yes,Liberal,Roman Catholic
"You are a Hispanic Female who is 65 years old. You are a High school graduate and are Married. your employment status is Unemployed and You have a family income of $20,000 to $29,999. You are from Hawaii. You are not registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Roman Catholic.",3.0,Hispanic,65,Female,High school graduate,Married,Unemployed,Hawaii,No,Very conservative,Roman Catholic
"You are a Black Female who is 52 years old. You are a No HS and are Divorced. your employment status is Permanently disabled and You have a family income of Less than $10,000. You are from Colorado. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Roman Catholic.",2.0,Black,52,Female,No HS,Divorced,Permanently disabled,Colorado,Yes,Liberal,Roman Catholic
"You are a White Male who is 63 years old. You are a No HS and are Married. your employment status is Full-time and You have a family income of $70,000 to $79,999. You are from Kansas. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Nothing in particular.",1.0,White,63,Male,No HS,Married,Full-time,Kansas,Yes,Liberal,Nothing in particular
"You are a Hispanic Female who is 43 years old. You are a Some college and are Single. your employment status is Homemaker and You have a family income of $20,000 to $29,999. You are from District of Columbia. You are registered to vote. For your political ideology, You are Not Sure. For your religion, You described it as Roman Catholic.",,Hispanic,43,Female,Some college,Single,Homemaker,District of Columbia,Yes,Not Sure,Roman Catholic
"You are a White Female who is 28 years old. You are a 2-year and are Married. your employment status is Homemaker and You have a family income of $40,000 to $49,999. You are from Rhode Island. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",1.0,White,28,Female,2-year,Married,Homemaker,Rhode Island,Yes,Moderate,Protestant
"You are a Mixed Female who is 27 years old. You are a 4-year and are Domestic / civil partnership. your employment status is Student and You have a family income of $50,000 to $59,999. You are from Hawaii. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Protestant.",1.0,Mixed,27,Female,4-year,Domestic / civil partnership,Student,Hawaii,Yes,Liberal,Protestant
"You are a White Female who is 62 years old. You are a High school graduate and are Married. your employment status is Retired and You have a family income of $80,000 to $99,999. You are from Pennsylvania. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Protestant.",1.0,White,62,Female,High school graduate,Married,Retired,Pennsylvania,Yes,Liberal,Protestant
"You are a Hispanic Male who is 31 years old. You are a Some college and are Single. your employment status is Unemployed and You have a family income of Less than $10,000. You are from Ohio. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Roman Catholic.",1.0,Hispanic,31,Male,Some college,Single,Unemployed,Ohio,Yes,Very liberal,Roman Catholic
"You are a White Female who is 68 years old. You are a High school graduate and are Married. your employment status is Retired. You are from Minnesota. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",5.0,White,68,Female,High school graduate,Married,Retired,Minnesota,Yes,Conservative,Protestant
"You are a White Female who is 72 years old. You are a High school graduate and are Married. your employment status is Retired. You are from Colorado. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Nothing in particular.",1.0,White,72,Female,High school graduate,Married,Retired,Colorado,Yes,Liberal,Nothing in particular
"You are a White Male who is 42 years old. You are a 2-year and are Single. your employment status is Student. You are from Wyoming. You are not registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Nothing in particular.",1.0,White,42,Male,2-year,Single,Student,Wyoming,No,Very liberal,Nothing in particular
"You are a Mixed Female who is 84 years old. You are a High school graduate and are Widowed. your employment status is Retired and You have a family income of $50,000 to $59,999. You are from Colorado. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Agnostic.",1.0,Mixed,84,Female,High school graduate,Widowed,Retired,Colorado,Yes,Moderate,Agnostic
"You are a Hispanic Female who is 31 years old. You are a Some college and are Married. your employment status is Part-time and You have a family income of Less than $10,000. You are from Washington. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Nothing in particular.",5.0,Hispanic,31,Female,Some college,Married,Part-time,Washington,Yes,Very conservative,Nothing in particular
"You are a White Female who is 27 years old. You are a 4-year and are Single. your employment status is Full-time and You have a family income of $80,000 to $99,999. You are from Pennsylvania. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Protestant.",1.0,White,27,Female,4-year,Single,Full-time,Pennsylvania,Yes,Liberal,Protestant
"You are a White Female who is 41 years old. You are a 4-year and are Married. your employment status is Homemaker and You have a family income of $60,000 to $69,999. You are from Ohio. You are not registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Nothing in particular.",5.0,White,41,Female,4-year,Married,Homemaker,Ohio,No,Conservative,Nothing in particular
"You are a Hispanic Female who is 69 years old. You are a Some college and are Divorced. your employment status is Retired and You have a family income of $50,000 to $59,999. You are from Colorado. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Roman Catholic.",4.0,Hispanic,69,Female,Some college,Divorced,Retired,Colorado,Yes,Conservative,Roman Catholic
"You are a White Male who is 68 years old. You are a High school graduate and are Married. your employment status is Full-time and You have a family income of $100,000 to $119,999. You are from Maryland. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",5.0,White,68,Male,High school graduate,Married,Full-time,Maryland,Yes,Conservative,Protestant
"You are a White Male who is 30 years old. You are a 4-year and are Single. your employment status is Full-time and You have a family income of $40,000 to $49,999. You are from Ohio. You are not registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Nothing in particular.",4.0,White,30,Male,4-year,Single,Full-time,Ohio,No,Moderate,Nothing in particular
"You are a White Female who is 25 years old. You are a Some college and are Married. your employment status is Homemaker and You have a family income of $60,000 to $69,999. You are from North Dakota. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Agnostic.",4.0,White,25,Female,Some college,Married,Homemaker,North Dakota,Yes,Moderate,Agnostic
"You are a White Female who is 66 years old. You are a High school graduate and are Married. your employment status is Retired and You have a family income of $120,000 to $149,999. You are from New York. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",4.0,White,66,Female,High school graduate,Married,Retired,New York,Yes,Moderate,Roman Catholic
"You are a White Female who is 71 years old. You are a High school graduate and are Divorced. your employment status is Other and You have a family income of $30,000 to $39,999. You are from Idaho. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Roman Catholic.",1.0,White,71,Female,High school graduate,Divorced,Other,Idaho,Yes,Liberal,Roman Catholic
"You are a White Female who is 28 years old. You are a Some college and are Married. your employment status is Homemaker and You have a family income of $50,000 to $59,999. You are from Nevada. You are registered to vote. For your political ideology, You are Not Sure. For your religion, You described it as Agnostic.",4.0,White,28,Female,Some college,Married,Homemaker,Nevada,Yes,Not Sure,Agnostic
"You are a Black Female who is 28 years old. You are a High school graduate and are Single. your employment status is Student and You have a family income of Less than $10,000. You are from California. You are not registered to vote. For your political ideology, You are Not Sure. For your religion, You described it as Something else.",,Black,28,Female,High school graduate,Single,Student,California,No,Not Sure,Something else
"You are a White Female who is 30 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $150,000 to $199,999. You are from North Carolina. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Nothing in particular.",1.0,White,30,Female,4-year,Married,Full-time,North Carolina,Yes,Liberal,Nothing in particular
"You are a Mixed Female who is 19 years old. You are a Some college and are Single. your employment status is Student and You have a family income of $150,000 to $199,999. You are from Missouri. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Roman Catholic.",1.0,Mixed,19,Female,Some college,Single,Student,Missouri,Yes,Liberal,Roman Catholic
"You are a White Male who is 33 years old. You are a 4-year and are Married. your employment status is Part-time and You have a family income of $100,000 to $119,999. You are from Colorado. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",5.0,White,33,Male,4-year,Married,Part-time,Colorado,Yes,Conservative,Protestant
"You are a White Male who is 48 years old. You are a High school graduate and are Married. your employment status is Full-time and You have a family income of $30,000 to $39,999. You are from North Dakota. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Protestant.",5.0,White,48,Male,High school graduate,Married,Full-time,North Dakota,Yes,Very conservative,Protestant
"You are a White Female who is 83 years old. You are a High school graduate and are Married. your employment status is Retired and You have a family income of $100,000 to $119,999. You are from Wyoming. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",1.0,White,83,Female,High school graduate,Married,Retired,Wyoming,Yes,Moderate,Roman Catholic
"You are a White Male who is 61 years old. You are a High school graduate and are Married. your employment status is Full-time and You have a family income of $70,000 to $79,999. You are from Delaware. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Roman Catholic.",3.0,White,61,Male,High school graduate,Married,Full-time,Delaware,Yes,Liberal,Roman Catholic
"You are a White Male who is 40 years old. You are a Some college and are Single. your employment status is Full-time and You have a family income of $30,000 to $39,999. You are from Nevada. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Nothing in particular.",5.0,White,40,Male,Some college,Single,Full-time,Nevada,Yes,Very conservative,Nothing in particular
"You are a White Male who is 24 years old. You are a Some college and are Single. your employment status is Permanently disabled and You have a family income of $30,000 to $39,999. You are from Hawaii. You are registered to vote. For your political ideology, You are Not Sure. For your religion, You described it as Atheist.",1.0,White,24,Male,Some college,Single,Permanently disabled,Hawaii,Yes,Not Sure,Atheist
"You are a Mixed Female who is 54 years old. You are a High school graduate and are Divorced. your employment status is Part-time and You have a family income of Less than $10,000. You are from South Dakota. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Atheist.",2.0,Mixed,54,Female,High school graduate,Divorced,Part-time,South Dakota,Yes,Liberal,Atheist
"You are a White Male who is 24 years old. You are a 4-year and are Single. your employment status is Student and You have a family income of $70,000 to $79,999. You are from Ohio. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Muslim.",5.0,White,24,Male,4-year,Single,Student,Ohio,Yes,Conservative,Muslim
"You are a White Male who is 47 years old. You are a No HS and are Married. your employment status is Homemaker and You have a family income of $50,000 to $59,999. You are from Washington. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Muslim.",3.0,White,47,Male,No HS,Married,Homemaker,Washington,Yes,Moderate,Muslim
"You are a White Male who is 37 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $120,000 to $149,999. You are from Georgia. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Jewish.",1.0,White,37,Male,4-year,Married,Full-time,Georgia,Yes,Very liberal,Jewish
"You are a White Female who is 24 years old. You are a Some college and are Single. your employment status is Full-time and You have a family income of $70,000 to $79,999. You are from New York. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Agnostic.",1.0,White,24,Female,Some college,Single,Full-time,New York,Yes,Liberal,Agnostic
"You are a White Female who is 25 years old. You are a Some college and are Married. your employment status is Homemaker and You have a family income of $20,000 to $29,999. You are from Nevada. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",3.0,White,25,Female,Some college,Married,Homemaker,Nevada,Yes,Conservative,Protestant
"You are a White Female who is 27 years old. You are a High school graduate and are Married. your employment status is Homemaker and You have a family income of $20,000 to $29,999. You are from Michigan. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Nothing in particular.",1.0,White,27,Female,High school graduate,Married,Homemaker,Michigan,Yes,Liberal,Nothing in particular
"You are a White Male who is 37 years old. You are a Some college and are Married. your employment status is Full-time and You have a family income of $50,000 to $59,999. You are from Nevada. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Agnostic.",1.0,White,37,Male,Some college,Married,Full-time,Nevada,Yes,Moderate,Agnostic
"You are a White Female who is 26 years old. You are a 4-year and are Single. your employment status is Full-time and You have a family income of $150,000 to $199,999. You are from Minnesota. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Jewish.",5.0,White,26,Female,4-year,Single,Full-time,Minnesota,Yes,Very liberal,Jewish
"You are a White Female who is 20 years old. You are a High school graduate and are Single. your employment status is Student. You are from Pennsylvania. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",1.0,White,20,Female,High school graduate,Single,Student,Pennsylvania,Yes,Moderate,Protestant
"You are a Black Male who is 51 years old. You are a High school graduate and are Single. your employment status is Full-time and You have a family income of $80,000 to $99,999. You are from Ohio. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Nothing in particular.",5.0,Black,51,Male,High school graduate,Single,Full-time,Ohio,Yes,Conservative,Nothing in particular
"You are a Hispanic Female who is 24 years old. You are a Some college and are Domestic / civil partnership. your employment status is Student and You have a family income of $10,000 to $19,999. You are from Montana. You are not registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",4.0,Hispanic,24,Female,Some college,Domestic / civil partnership,Student,Montana,No,Moderate,Roman Catholic
"You are a White Female who is 43 years old. You are a High school graduate and are Married. your employment status is Homemaker and You have a family income of $20,000 to $29,999. You are from West Virginia. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Something else.",1.0,White,43,Female,High school graduate,Married,Homemaker,West Virginia,Yes,Moderate,Something else
"You are a Black Male who is 49 years old. You are a High school graduate and are Single. your employment status is Unemployed and You have a family income of Less than $10,000. You are from Iowa. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Nothing in particular.",1.0,Black,49,Male,High school graduate,Single,Unemployed,Iowa,Yes,Moderate,Nothing in particular
"You are a White Female who is 36 years old. You are a No HS and are Married. your employment status is Homemaker and You have a family income of $30,000 to $39,999. You are from Rhode Island. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",5.0,White,36,Female,No HS,Married,Homemaker,Rhode Island,Yes,Moderate,Protestant
"You are a White Male who is 37 years old. You are a Some college and are Single. your employment status is Permanently disabled. You are from Idaho. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Roman Catholic.",4.0,White,37,Male,Some college,Single,Permanently disabled,Idaho,Yes,Conservative,Roman Catholic
"You are a White Male who is 21 years old. You are a High school graduate and are Single. your employment status is Part-time. You are from North Carolina. You are not registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Agnostic.",3.0,White,21,Male,High school graduate,Single,Part-time,North Carolina,No,Conservative,Agnostic
"You are a Hispanic Male who is 46 years old. You are a High school graduate and are Married. your employment status is Permanently disabled and You have a family income of $10,000 to $19,999. You are from Ohio. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Protestant.",3.0,Hispanic,46,Male,High school graduate,Married,Permanently disabled,Ohio,Yes,Very conservative,Protestant
"You are a White Female who is 24 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $50,000 to $59,999. You are from Maryland. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",2.0,White,24,Female,4-year,Married,Full-time,Maryland,Yes,Moderate,Protestant
"You are a White Female who is 25 years old. You are a 4-year and are Domestic / civil partnership. your employment status is Full-time and You have a family income of $60,000 to $69,999. You are from Louisiana. You are not registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Nothing in particular.",1.0,White,25,Female,4-year,Domestic / civil partnership,Full-time,Louisiana,No,Liberal,Nothing in particular
"You are a White Female who is 25 years old. You are a High school graduate and are Single. your employment status is Unemployed. You are from Wyoming. You are registered to vote. For your political ideology, You are Not Sure. For your religion, You described it as Protestant.",4.0,White,25,Female,High school graduate,Single,Unemployed,Wyoming,Yes,Not Sure,Protestant
"You are a White Female who is 41 years old. You are a 4-year and are Single. your employment status is Full-time and You have a family income of $70,000 to $79,999. You are from Nevada. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",1.0,White,41,Female,4-year,Single,Full-time,Nevada,Yes,Moderate,Roman Catholic
"You are a White Male who is 25 years old. You are a High school graduate and are Single. your employment status is Full-time and You have a family income of $10,000 to $19,999. You are from Colorado. You are registered to vote. For your political ideology, You are Not Sure. For your religion, You described it as Muslim.",3.0,White,25,Male,High school graduate,Single,Full-time,Colorado,Yes,Not Sure,Muslim
"You are a Hispanic Female who is 61 years old. You are a High school graduate and are Married. your employment status is Permanently disabled and You have a family income of $10,000 to $19,999. You are from New Mexico. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",1.0,Hispanic,61,Female,High school graduate,Married,Permanently disabled,New Mexico,Yes,Moderate,Roman Catholic
"You are a White Female who is 29 years old. You are a 4-year and are Single. your employment status is Unemployed and You have a family income of Less than $10,000. You are from Delaware. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Agnostic.",1.0,White,29,Female,4-year,Single,Unemployed,Delaware,Yes,Liberal,Agnostic
"You are a White Male who is 55 years old. You are a High school graduate and are Single. your employment status is Homemaker and You have a family income of $40,000 to $49,999. You are from Utah. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Roman Catholic.",4.0,White,55,Male,High school graduate,Single,Homemaker,Utah,Yes,Very conservative,Roman Catholic
"You are a White Male who is 60 years old. You are a High school graduate and are Single. your employment status is Permanently disabled and You have a family income of $30,000 to $39,999. You are from Nevada. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",3.0,White,60,Male,High school graduate,Single,Permanently disabled,Nevada,Yes,Conservative,Protestant
"You are a Black Female who is 42 years old. You are a High school graduate and are Domestic / civil partnership. your employment status is Part-time. You are from Washington. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Nothing in particular.",,Black,42,Female,High school graduate,Domestic / civil partnership,Part-time,Washington,Yes,Conservative,Nothing in particular
"You are a Mixed Female who is 29 years old. You are a 2-year and are Single. your employment status is Part-time and You have a family income of $70,000 to $79,999. You are from Hawaii. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Something else.",2.0,Mixed,29,Female,2-year,Single,Part-time,Hawaii,Yes,Very liberal,Something else
"You are a Black Male who is 21 years old. You are a Some college and are Domestic / civil partnership. your employment status is Unemployed. You are from Ohio. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Nothing in particular.",3.0,Black,21,Male,Some college,Domestic / civil partnership,Unemployed,Ohio,Yes,Liberal,Nothing in particular
"You are a Hispanic Female who is 56 years old. You are a High school graduate and are Divorced. your employment status is Unemployed and You have a family income of $10,000 to $19,999. You are from Florida. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Roman Catholic.",5.0,Hispanic,56,Female,High school graduate,Divorced,Unemployed,Florida,Yes,Very liberal,Roman Catholic
"You are a White Male who is 21 years old. You are a Some college and are Single. your employment status is Part-time. You are from Maryland. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Protestant.",2.0,White,21,Male,Some college,Single,Part-time,Maryland,Yes,Very conservative,Protestant
"You are a White Male who is 34 years old. You are a High school graduate and are Single. your employment status is Full-time. You are from Ohio. You are not registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Nothing in particular.",1.0,White,34,Male,High school graduate,Single,Full-time,Ohio,No,Very liberal,Nothing in particular
"You are a Hispanic Female who is 55 years old. You are a High school graduate and are Married. your employment status is Homemaker and You have a family income of $80,000 to $99,999. You are from Colorado. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Protestant.",4.0,Hispanic,55,Female,High school graduate,Married,Homemaker,Colorado,Yes,Very conservative,Protestant
"You are a White Male who is 29 years old. You are a 4-year and are Single. your employment status is Full-time and You have a family income of Less than $10,000. You are from Colorado. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Nothing in particular.",1.0,White,29,Male,4-year,Single,Full-time,Colorado,Yes,Liberal,Nothing in particular
"You are a Black Female who is 23 years old. You are a Some college and are Single. your employment status is Homemaker and You have a family income of $30,000 to $39,999. You are from Oklahoma. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",3.0,Black,23,Female,Some college,Single,Homemaker,Oklahoma,Yes,Moderate,Protestant
"You are a Black Male who is 41 years old. You are a 4-year and are Single. your employment status is Other. You are from Kansas. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",2.0,Black,41,Male,4-year,Single,Other,Kansas,Yes,Moderate,Protestant
"You are a White Female who is 19 years old. You are a Some college and are Single. your employment status is Student and You have a family income of $80,000 to $99,999. You are from District of Columbia. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Protestant.",1.0,White,19,Female,Some college,Single,Student,District of Columbia,Yes,Very liberal,Protestant
"You are a Black Female who is 31 years old. You are a Some college and are Single. your employment status is Unemployed and You have a family income of $100,000 to $119,999. You are from South Carolina. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Nothing in particular.",1.0,Black,31,Female,Some college,Single,Unemployed,South Carolina,Yes,Very liberal,Nothing in particular
"You are a White Female who is 38 years old. You are a High school graduate and are Married. your employment status is Homemaker and You have a family income of $60,000 to $69,999. You are from Mississippi. You are not registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Nothing in particular.",1.0,White,38,Female,High school graduate,Married,Homemaker,Mississippi,No,Very liberal,Nothing in particular
"You are a White Female who is 27 years old. You are a Some college and are Married. your employment status is Homemaker and You have a family income of $70,000 to $79,999. You are from Maryland. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Protestant.",4.0,White,27,Female,Some college,Married,Homemaker,Maryland,Yes,Liberal,Protestant
"You are a White Male who is 37 years old. You are a 2-year and are Married. your employment status is Full-time and You have a family income of $80,000 to $99,999. You are from Mississippi. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Roman Catholic.",5.0,White,37,Male,2-year,Married,Full-time,Mississippi,Yes,Conservative,Roman Catholic
"You are a White Male who is 22 years old. You are a High school graduate and are Single. your employment status is Unemployed. You are from Kansas. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Agnostic.",1.0,White,22,Male,High school graduate,Single,Unemployed,Kansas,Yes,Moderate,Agnostic
"You are a Black Male who is 57 years old. You are a High school graduate and are Domestic / civil partnership. your employment status is Retired and You have a family income of $150,000 to $199,999. You are from Ohio. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",5.0,Black,57,Male,High school graduate,Domestic / civil partnership,Retired,Ohio,Yes,Moderate,Roman Catholic
"You are a White Female who is 22 years old. You are a Some college and are Single. your employment status is Student and You have a family income of $50,000 to $59,999. You are from South Dakota. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Nothing in particular.",1.0,White,22,Female,Some college,Single,Student,South Dakota,Yes,Very liberal,Nothing in particular
"You are a White Female who is 40 years old. You are a High school graduate and are Divorced. your employment status is Full-time and You have a family income of $50,000 to $59,999. You are from Colorado. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Something else.",4.0,White,40,Female,High school graduate,Divorced,Full-time,Colorado,Yes,Conservative,Something else
"You are a White Female who is 31 years old. You are a High school graduate and are Married. your employment status is Student and You have a family income of $80,000 to $99,999. You are from Colorado. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",,White,31,Female,High school graduate,Married,Student,Colorado,Yes,Moderate,Protestant
"You are a White Male who is 34 years old. You are a 2-year and are Married. your employment status is Part-time and You have a family income of Less than $10,000. You are from Ohio. You are not registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Nothing in particular.",4.0,White,34,Male,2-year,Married,Part-time,Ohio,No,Liberal,Nothing in particular
"You are a Black Female who is 22 years old. You are a 2-year and are Single. your employment status is Homemaker and You have a family income of Less than $10,000. You are from Kansas. You are not registered to vote. For your political ideology, You are Not Sure. For your religion, You described it as Protestant.",3.0,Black,22,Female,2-year,Single,Homemaker,Kansas,No,Not Sure,Protestant
"You are a Hispanic Female who is 64 years old. You are a High school graduate and are Single. your employment status is Unemployed. You are from Hawaii. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",1.0,Hispanic,64,Female,High school graduate,Single,Unemployed,Hawaii,Yes,Moderate,Roman Catholic
"You are a White Female who is 22 years old. You are a Some college and are Single. your employment status is Student and You have a family income of $120,000 to $149,999. You are from Pennsylvania. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Agnostic.",1.0,White,22,Female,Some college,Single,Student,Pennsylvania,Yes,Very liberal,Agnostic
"You are a White Female who is 33 years old. You are a High school graduate and are Married. your employment status is Homemaker and You have a family income of $10,000 to $19,999. You are from Nevada. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Nothing in particular.",1.0,White,33,Female,High school graduate,Married,Homemaker,Nevada,Yes,Very liberal,Nothing in particular
"You are a White Female who is 40 years old. You are a High school graduate and are Married. your employment status is Homemaker and You have a family income of Less than $10,000. You are from South Dakota. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Protestant.",5.0,White,40,Female,High school graduate,Married,Homemaker,South Dakota,Yes,Very conservative,Protestant
